Species,Genus,Subfamily,Family,Order,Class,Phylum,"Atlantic, Northwest",Common,BodyShape,Fresh,Brack,Saltwater,DemersPelag,DemersPelagRef,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,VerticalMove,VerticalMoveRef,LatMin,LatMax,LatRef,LongevityWild,LongevityWildRef,Length,LTypeMaxM,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,Mobility,MobilityRef,FecundityMin,FecundityMax,FecundityMean,FecundityType,FecundityRef,SpawningSeason,SpawnRef,LarvalStrategy,LarvalRef,LarvalLength,LLRef,MinPLD,MaxPLD,AvePLD,PLDRef,LarvalVertical,LVRef,MinDispersal,MaxDispersal,AverageDispersal,ADRef,Rafting,RaftingRef,Schooling,SchoolingRef,Notes,Comments,Website Link
Cottunculus thomsonii,Cottunculus,NA,Psychrolutidae,Scorpaeniformes,Actinopterygii,Chordata,native,Pallid sculpin,elongated,0,0,-1,bathydemersal,FB9925,NA,NA,100,1600,FB9925,100,1600,NA,Yes,NA,10°N,73°N,FB9925,NA,NA,43,TL,FB94423,NA,NA,NA,NA,NA,1360,NA,FB94423,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no tab for swim type, fecundity, spawning and larvae",Benthic (Ref. 58426).  Feeds on small benthic invertebrates (Ref. 6696).,https://www.fishbase.se/summary/Cottunculus-thomsonii.html
Cryptopsaras couesii,Cryptopsaras,NA,Ceratiidae,Lophiiformes,Actinopterygii,Chordata,native,Triplewart seadevil,short and / or deep,0,0,-1,bathypelagic,FB58018,NA,NA,0,3085,FB58018,500,1250,FB36494,Yes,NA,52°S,81°N,FB36494,NA,NA,7.3,TL,FB4494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,FB36494,2.5,FB36494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,FB36494,NA,NA,"no tab for fecundity, only 1 locality for spawning and its US, unsure about larval strategy, for larval length only the max is given","Males dwarfed, becoming parasitic on females.  Maximum size of free-living males is 1.05 cm (Ref. 4494).  Females are oviparous, with planktonic larvae (Ref. 36494).  Eggs are presumably contained in floating gelatinous rafts (Ref. 36494 ).",https://www.fishbase.se/summary/Cryptopsaras-couesii.html
Dipturus laevis,Dipturus,Rajinae,Rajidae,Rajiformes,Elasmobranchii,Chordata,endemic,Barndoor skate,other,0,0,-1,demersal,FB51243,oceanodromous,FB51243,0,750,FB55276,0,150,FB55276,Yes,NA,33°N,51°N,FB55276,NA,NA,163,TL,FB114953,NA,NA,NA,NA,NA,18000,NA,FB7251,NA,NA,0,0,0,0,0,-1,0,0,-1,0,Active,FB9574,NA,NA,NA,NA,NA,NA,NA,demersal,FB50449,18.5,FB114953,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,"no tab for fecundity, spawning and larvae  ","Occur from water's edge to 430 m depth; absent from shoal waters in south during warm months (Ref. 7251).  Found in salinities that range from 35 along the continental edge to 31.5 inshore along the open coast and as low as 21-24 (Ref. 6902).  Live on all kinds of bottom (Ref. 205).  Benthic (Ref. 5951).  Feed on bivalve mollusks, squids, rock crabs, lobsters, shrimps, worms and fishes.  Oviparous.  Distinct pairing with embrace.  Young may tend to follow large objects, such as their mother (Ref. 205).  Eggs are oblong capsules with stiff pointed horns at the corners deposited during summer (with 6-month development) in sandy or muddy flats (Ref. 205, Ref. 114953).  Egg capsules are 7.1-13.2 cm long and 4.6-7.4 cm wide (Ref. 41250). Males reaches maturity at ca. 100 cm TL, females at 96-105 cm TL; hatch size at 18-19 cm TL (Ref. 114953). Little use is made of the small quantities that are caught.  In some cases, they are made into fish meal.",https://www.fishbase.se/summary/Dipturus-laevis.html
Gadus macrocephalus,Gadus,NA,Gadidae,Gadiformes,Actinopterygii,Chordata,native,Pacific cod,fusiform / normal,0,-1,-1,demersal,FB51243,oceanodromous,FB51243,10,1280,FB50550,100,400,FB54440,Yes,NA,31°N,63°N,FB54440,25,FB55701,119,TL,FB40637,NA,NA,NA,NA,NA,22700,NA,FB27436,trawls,unspecified bottom trawls (TB),-1,-1,0,-1,0,0,0,0,-1,0,Active,FB9574,NA,NA,NA,NA,NA,NA,NA,demersal,FB43267,4.15,FB27547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"only canadian locality for fecundity and spawning are on the west coast and unsure if relevant to the study, unsure about larval strategy","Found mainly along the continental shelf and upper slopes (Ref. 1371).  Form schools (Ref. 9988).  They appear to be indiscriminate predators upon dominant food organisms present (Ref. 1371).  Young probably feed on copepods and similar organisms (Ref. 27547).  Adults feed on fishes, octopi, and large benthic and benthopelagic crustaceans (Ref. 1371); also worms. Parasites of the species include sealworm (<i>Phocanema decipiens</i>) in flesh, copepod (<i>Lernaeocera branchialis</i>) on gills and cestode (<i>Pyramicocephalus phocarum</i>) in the intestine (Ref. 5951).  Marketed fresh and frozen for human consumption (Ref. 2850), and also dried or salted and smoked (Ref. 9988).  Eaten steamed, fried, broiled, boiled, micro-waved and baked (Ref. 9988).  Used in Chinese medicine (Ref. 12166).  Minimum depth from Ref. 054440.",https://www.fishbase.se/summary/Gadus-macrocephalus.html
Gasterosteus aculeatus,Gasterosteus,NA,Gasterosteidae,Gasterosteiformes,Actinopterygii,Chordata,native,Three-spined stickleback,fusiform / normal,-1,-1,-1,benthopelagic,FB51243,anadromous,FB51243,0,100,FB50550,0,100,NA,Yes,NA,25°N,72°N,FB26213,8,FB72489,11,TL,FB35388,5.1,TL,NA,NA,FB1998,NA,NA,NA,NA,NA,-1,0,0,0,0,-1,0,0,0,0,Active,FB9574,NA,NA,NA,NA,NA,NA,NA,pelagic,FB27547,4.35,FB27547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,both,FB5723; FB41678,"multiple localities for fecundity and spawning 2 seem to be canadian but unsure if its the target locality for the study, unsure about larval strategy","Adults occur in fresh waters, estuaries and coastal seas (Ref. 4119).  Anadromous, with numerous non-anadromous populations in brackish or pure freshwater, rarely in marine waters.  In the sea, confined to coastal waters.  In freshwater, adults prefer to live in small stream but may occur in a variety of habitats including lakes and large rivers (Ref. 59043).  Inhabit shallow vegetated areas, usually over mud or sand (Ref. 5723).  Form schools.  Young associated with drifting seaweed (Ref. 12114, 12115).  Juveniles move to the sea (anadromous populations) or to deeper, larger water bodies (freshwater populations) in July-August, forming large feeding schools (Ref. 59043).  Feed on worms, crustaceans, larvae and adult aquatic insects, drowned aerial insects, and small fishes; has also been reported to feed on their own fry and eggs (Ref. 1998).  Eggs are found in nests constructed from plant material (Ref. 41678).  Males build, guard and aerate the nest where the eggs are deposited (Ref. 205).  Maximum length in freshwater is 8 cm while in saltwater is 11 cm (Ref. 35388).  Occasionally taken commercially in Scandinavia and processed into fishmeal and oil (Ref. 28219, 28964).  Commonly used as a laboratory animal (Ref. 1998).  A large bibliography is available at www.geocities.com/CapeCanaveral/Hall/1345/stickbibl.html.",https://www.fishbase.se/summary/Gasterosteus-aculeatus.html
Gymnelus viridis,Gymnelus,Gymnelinae,Zoarcidae,Perciformes,Actinopterygii,Chordata,native,Fish doctor,elongated,0,0,-1,demersal,FB50610,NA,NA,0,320,FB50610,0,320,NA,Yes,NA,39°N,84°N,FB11945,NA,NA,56,TL,FB4926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,demersal,Dunbrack2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no tab for fecundity, spawning and larvae  ","Inhabits continental shelves, but generally living in shallower water (Ref. 11954); usually live over sand and muddy bottoms among seaweeds (Ref. 5951).  Benthic; feeds on crustaceans, worms and clams (Ref. 58426).",https://www.fishbase.se/summary/Gymnelus-viridis.html
Lumpenus lampretaeformis,Lumpenus,Lumpeninae,Stichaeidae,Perciformes,Actinopterygii,Chordata,native,Snakeblenny,eel-like,0,0,-1,demersal,FB88171,non-migratory,FB88171,30,373,FB58426,40,100,FB51666,Yes,NA,41°N,80°N,FB5204,NA,NA,50,TL,FB35388,NA,NA,NA,NA,NA,NA,NA,NA,seines,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,Winter,FB35388 ,demersal,FB80819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shoaling  ,FB12224,"no canadian locality for fecundity or spawning, unsure about larval strategy and no data on larval length","A benthic species (Ref. 58426), living in Y-shaped tubes in the mud in 50-200 m depth (Ref. 35388).  The burrows are believed to be used for parental care of the eggs (Ref. 80819) .  Feeds on small crustaceans, mollusks, brittle stars and worms (Ref. 5204).  Matures at 3 years with about 20 cm length.  Spawning takes place in December - January, 1,000 eggs are laid on the sea floor, in deep water (Ref. 35388). Isolated population in the Baltic Sea is probably a relict from the last ice age (Ref. 35388) that reached the Baltic Sea during the early saltwater stage of the sea (Ref. 82152; 82153).",https://www.fishbase.se/summary/Lumpenus-lampretaeformis.html
Malacoraja spinacidermis,Malacoraja,NA,Rajidae,Rajiformes,Elasmobranchii,Chordata,native,Soft skate,other,0,0,-1,bathydemersal,FB117245,NA,NA,450,1570,FB117245,450,1570,NA,Yes,NA,38°S,67°N,FB27314,NA,NA,70,TL,FB4426,NA,NA,NA,NA,NA,NA,NA,NA,trawls,unspecified bottom trawls (TB),0,0,0,0,0,0,0,0,0,0,Active,FB9574,NA,NA,NA,NA,NA,NA,NA,direct,FB45335,NA,NA,NA,NA,NA,NA,Yes,FB4426,NA,NA,NA,NA,No,NA,NA,NA,"no tab for fecundity, spawning and larvae   ","A very rare species inhabiting continental slopes and probably down to the abyssal plains (Ref. 3167).  Benthic (Ref. 58426).  Adults usually at depths greater than 1,500 m while juveniles are mainly taken from about 450 m downward (Ref. 4426).  Minimum depth reported taken from Ref. 4426.  Feeds on crustaceans (Ref. 58426).  Oviparous (Ref. 50449).  Eggs have horn-like projections on the shell (Ref. 205).",https://www.fishbase.se/summary/Malacoraja-spinacidermis.html
Myoxocephalus aenaeus,Myoxocephalus,NA,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,native,Grubby,fusiform / normal,0,-1,-1,demersal,FB58426,NA,NA,1,357,FB58426,1,357,NA,Yes,NA,38°N,52°N,FB7251,NA,NA,18,TL,FB7251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,Winter,Suthers1991,demersal,Suthers1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no tab for fecundity and spawning, unsure about larval strategy and only mod for larval length was given","Occurs in estuaries (especially in the north) (Ref. 7251) to 357 m depth (Ref. 58426).  It is tolerant of temperatures between 0 and 21<b0>C (Ref. 58426).  Abundant among beds of eelgrass (<i>Zostera</i>) (Ref. 5951).  Feeds on crustaceans, mollusks, sea squirts, sea urchins and fishes (alewives, cunner, eels, saand lance, mummichogs, silversides, sticklebacks and tomcod (Ref. 5951)) (Ref. 58426).",https://www.fishbase.se/summary/Myoxocephalus-aenaeus.html
Notacanthus chemnitzii,Notacanthus,NA,Notacanthidae,Notacanthiformes,Actinopterygii,Chordata,native,Snubnosed spiny eel,elongated,0,0,-1,benthopelagic,FB58426,NA,NA,125,3285,FB58426,128,1000,FB117245,Yes,FB7251,50°S,61°N,FB4449,NA,NA,120,TL,FB4449,NA,NA,NA,NA,NA,NA,NA,NA,trawls,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,FB35578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary ,FB232,"no tab for fecundity and spawning, unsure about larval strategy, no data on larval length","Benthopelagic (Ref. 58302) and epibenthic (Ref. 58426).  Not uncommon in depths around 180 m off Iceland and Greenland.  Individuals with nearly ripe eggs have been found in late autumn off Iceland.  Mostly found at depths well below 200 m, but enters slightly shallower water on Grand Banks in Canada (Ref. 7251).  Feeds primarily on sea anemones (Ref. 4449).",https://www.fishbase.se/summary/Notacanthus-chemnitzii.html
Phycis chesteri,Phycis,NA,Phycidae,Gadiformes,Actinopterygii,Chordata,native,Longfin hake,elongated,0,0,-1,benthopelagic,FB40643,non-migratory,NA,90,1500,FB40643,360,800,FB1371,Yes,NA,24°N,61°N,FB1371,NA,NA,42,NG,FB58426,NA,NA,NA,NA,NA,NA,NA,NA,trawls,unspecified trawls (TX),0,0,0,0,0,0,0,0,0,0,Active,FB9574,1300000,0,NA,Absolute,FB1371,Fall,FB1371,pelagic,FB32309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fecundity and spawning have 1 locality that spans from canada to US (unsure if useful), unsure about larval strategy, no larval length data","Epibenthic (Ref. 58426). Minimum depth at 90 m (Ref. 1371). Most abundant between 360 and 800 m.  Feeds mostly on crustaceans (especially euphausiids, shrimps and amphipods (Ref. 5951)) but also on mollusks and fishes (Ref. 1371).",https://www.fishbase.se/summary/Phycis-chesteri.html
Polyacanthonotus rissoanus,Polyacanthonotus,NA,Notacanthidae,Notacanthiformes,Actinopterygii,Chordata,native,Smallmouth spiny eel,eel-like,0,0,-1,bathydemersal,FB6594,NA,NA,500,2800,FB6594,540,2875,FB117245,Yes,NA,35°S,74°N,FB6594,NA,NA,9.5,ot,FB6594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,FB35578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no tab for swim type, fecundity, spawning and the larvae tab has no data","Epibenthic and feeds on coelenterates, worms and crustaceans (Ref. 58426).",https://www.fishbase.se/summary/Polyacanthonotus-rissoanus.html
Pseudopleuronectes americanus,Pseudopleuronectes,Pleuronectinae,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,native,Winter flounder,short and / or deep,0,0,-1,demersal,FB51243,oceanodromous,FB51243,5,143,FB5951,5,143,NA,Yes,NA,31°N,55°N,FB27549,14,FB52686,64,TL,FB7251,NA,NA,NA,NA,NA,3600,NA,FB7251,seines,NA,0,0,0,0,0,0,0,0,0,0,Active,FB9574,NA,NA,NA,NA,NA,NA,NA,pelagic,FB68,2.95,FB38947,32.9,230.3,87,Houde1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no tab for fecundity, all localities for spawning are USA, unsure about larval strategy","Adults inhabit soft muddy to moderately hard bottoms (Ref. 5951).  Feed predominantly in daytime on organisms living in, on or near the bottom; shrimps, amphipods, crabs, sea urchins and snails (Ref. 12232).  Batch spawner (Ref. 51846).",https://www.fishbase.se/summary/Pseudopleuronectes-americanus.html
Rajella bathyphila,Rajella,NA,Rajidae,Rajiformes,Elasmobranchii,Chordata,native,Deep-water ray,other,0,0,-1,bathydemersal,FB117245,NA,NA,600,2300,FB117245,1300,1400,FB11284,Yes,NA,37°N,73°N,FB119696,NA,NA,90,TL,FB4426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,FB9574,NA,NA,NA,NA,NA,NA,NA,direct,FB50449,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,"no tab for fecundity, spawning and larvae  ","Found on deeper continental slopes and probably abyssal plains, mainly deeper than 1,400 m (Ref. 3167).  Oviparous (Ref. 50449).  Eggs have horn-like projections on the shell (Ref. 205).",https://www.fishbase.se/summary/Rajella-bathyphila.html
Rajella fyllae,Rajella,NA,Rajidae,Rajiformes,Elasmobranchii,Chordata,native,Round ray,other,0,0,-1,bathydemersal,FB3167,NA,NA,170,2050,FB3167,300,800,FB3167,Yes,NA,40°N,84°N,FB114953,NA,NA,60,TL,FB35388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,FB9574,NA,NA,NA,NA,NA,NA,NA,direct,FB50449,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,"no tab for fecundity, spawning and larvae  ","Found in deeper shelf and slope waters, in 3-5.5<b0>C  water temperature (6902).  Benthic (Ref. 58426).  Feed on all kinds of bottom animals with preference for invertebrates (Ref. 3167) like copepods, amphipods and mysids (Ref. 6902).  Oviparous.  Distinct pairing with embrace.  Young may tend to follow large objects, such as their mother (Ref. 205).  Eggs are oblong capsules with stiff pointed horns at the corners deposited in sandy or muddy flats (Ref. 205).  Egg capsules are 3.8-4.2 cm long and 2.4-2.6 cm wide (Ref. 41303, 41251, 41301).",https://www.fishbase.se/summary/Rajella-fyllae.html
Rajella lintea,Rajella,NA,Rajidae,Rajiformes,Elasmobranchii,Chordata,native,Sailray,other,0,0,-1,bathydemersal,FB5951,NA,NA,150,2117,FB5951,250,2117,FB117245,Yes,NA,42°N,78°N,FB114953,NA,NA,123,TL,FB40637,NA,NA,NA,NA,NA,11150,NA,FB40637,NA,NA,0,0,0,0,0,0,0,0,0,-1,Active,FB9574,NA,NA,NA,NA,NA,NA,NA,direct,FB50449,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,"no tab for fecundity, spawning and larvae","Occur in moderately deep water but mainly around 250 m in boreal and partly arctic latitudes (Ref. 3167). Maximum reported depth at 2,117 m (Ref. 117245).  Benthic (Ref. 58426).  Feed on all kinds of bottom animals (Ref. 3167).  Oviparous.  Distinct pairing with embrace.  Young may tend to follow large objects, such as their mother (Ref. 205).  Eggs are oblong capsules with stiff pointed horns at the corners deposited in sandy or muddy flats (Ref. 205).  Egg capsules are 10.7 cm long and 7.7 cm wide (Ref. 41251, 41301).",https://www.fishbase.se/summary/Rajella-lintea.html
Sebastes norvegicus,Sebastes,Sebastinae,Sebastidae,Scorpaeniformes,Actinopterygii,Chordata,native,Golden redfish,fusiform / normal,0,0,-1,pelagic-oceanic,FB51243,oceanodromous,FB51243,100,1000,FB35388,100,500,FB35388,Yes,NA,39°N,79°N,FB83993,60,FB35388,100,TL,FB4570,45,TL,NA,NA,FB4570,15000,NA,FB35388,trawls,NA,-1,0,0,0,0,0,0,0,-1,0,Active,NA,0,148000,NA,Absolute,FB74524,NA,NA,pelagic,FB68,6.95,FB68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,both,FB12223,"no tab for swim type, unsure if north atlantic locality can be used for fecundity, no data in the spawning tab and unsure about larval strategy","Found off the coast from 100-1000 m; juveniles found in fjords, bays and inshore waters.  Normally trawled in deep water (Ref. 9988).  Benthic (Ref. 5951).  Feed mostly on euphausiids in summer; herrings in autumn and winter; capelins, herrings, euphausiids and ctenophores in spring.  Gregarious throughout life.  A slow growing species (Ref. 9988).  Ovoviviparous, gonads of male and female do not mature at the same time.  The spermatozoa are kept in the ovary of the female after copulation until such time that the eggs ripen paving the way for fertilization (Ref. 74488). Copulation takes place in late summer or early autumn (Ref. 35388, 34817); in winter females give birth to 50,000-350,000 pelagic larvae of 8 mm length (Ref. 35388).  Utilized fresh and frozen; eaten fried, broiled, microwaved and baked (Ref. 9988).",https://www.fishbase.se/summary/Sebastes-norvegicus.html
Trachyrincus murrayi,Trachyrincus,Trachyrincinae,Macrouridae,Gadiformes,Actinopterygii,Chordata,native,Roughnose grenadier,eel-like,0,0,-1,benthopelagic,FB58426,NA,NA,0,1630,FB58426,500,1630,FB117245,Yes,NA,42°N,65°N,FB1371,NA,NA,37,TL,FB1371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no tab for swim type, fecundity, spawning and larvae","Epibenthic-pelagic (Ref. 58426); also benthopelagic (Ref.5951).  Feeds on crustaceans (Ref. 58426).  Max. length (Andrey Dolgov, pers. comm., 2003).",https://www.fishbase.se/summary/Trachyrincus-murrayi.html
Zoarces americanus,Zoarces,Zoarcinae,Zoarcidae,Perciformes,Actinopterygii,Chordata,endemic,Ocean pout,elongated,0,-1,-1,demersal,FB51243,oceanodromous,FB51243,0,388,FB58426,0,388,NA,Yes,NA,37°N,63°N,FB11954,18,FB796,110,TL,FB7251,NA,NA,NA,NA,NA,5436,NA,FB4926,seines,NA,0,0,0,0,0,-1,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,demersal,FB35432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no tab for swim type, fecundity and spawning, unsure about larval strategy, larval length info includes mod but not max and min","Benthic; feeds on worms, crustaceans, molluscs, sea squirts, sea urchins and fishes (Ref. 58426).",https://www.fishbase.se/summary/Zoarces-americanus.html
Leptoclinus maculatus,Leptoclinus,Lumpeninae,Stichaeidae,Perciformes,Actinopterygii,Chordata,native,Daubed shanny,elongated,0,0,-1,demersal,FB58426,NA,NA,2,607,FB58426,2,607,NA,Yes,NA,43°N,79°N,FB86838,NA,NA,20,TL,FB35388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,932,2793,NA,Absolute,FB120226,Summer,FB120226,pelagic,FB120227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no tab for swim type, only locality for fecundity and spawning are norweigen and unsure about larval strategy","Inhabits sandy bottoms (Ref. 2850); mud to pebble bottom, usually in less than 170 meters (Ref. 51666).  Benthic (Ref. 58426).  Feeds on polychaetes and crustaceans (Ref. 10571).",https://www.fishbase.se/summary/Leptoclinus-maculatus.html
Ammodytes dubius,Ammodytes,NA,Ammodytidae,Perciformes,Actinopterygii,Chordata,native,Northern sand lance,elongated,0,0,-1,demersal,FB58426,NA,NA,0,108,FB58426,0,108,NA,Yes,NA,36°N,84°N,FB57357,NA,NA,25,TL,FB7251,NA,NA,NA,NA,NA,NA,NA,NA,trawls,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,demersal,FB101747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,schooling ,FB94884,,"Occurs farther offshore in salinities of 30-36 ppt. Minimum depth reported taken from Ref. 57178.  Benthic.  Feeds on crustaceans and worms (Ref. 58426); mainly on copepod, <i>Calanus finmarchicus</i> (Ref. 5951).",
Anoplogaster cornuta,Anoplogaster,NA,Anoplogastridae,Beryciformes,Actinopterygii,Chordata,native,Common fangtooth,short and / or deep,0,0,-1,bathypelagic,FB50610,NA,NA,2,4992,FB50610,500,2000,FB4737 ,Yes,NA,46°S,65°N,FB4737,NA,NA,18,TL,FB5951,NA,NA,NA,NA,NA,NA,NA,NA,trawls,NA,0,0,0,0,0,-1,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,Summer,FB36624,pelagic,FB36624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,both,FB27155,,"Bathypelagic (Ref. 58426).  Adults occur mainly between 500 and 2,000 m, but ranging from near the surface (young) to 5,000 m.  Form schools, swim in small groups or solitary.  Carnivorous (Ref. 27155), feeding on crustaceans when young and on fish mainly when adults (Ref. 4737).  Serve as food for pelagic fishes such as tuna, albacore, and marlin (Ref. 5951).  Oviparous, with planktonic larvae (Ref. 36624).",
Anotopterus pharao,Anotopterus,NA,Anotopteridae,Aulopiformes,Actinopterygii,Chordata,native,Daggertooth,elongated,0,0,-1,bathypelagic,FB58018,NA,NA,0,5100,FB58018,0,5100,NA,Yes,NA,27°S,66°N,FB31260,NA,NA,96,SL,FB31260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Epimesopelagic species.  Juveniles and fry observed exclusively within the central-circle current and its periphery; large adults caught mainly in boreal and sub-arctic waters.  Feeds mainly on small and moderate-sized mesopelagic fishes; the largest <i>Paralepis coregonoides</i> and <i>Arctozenus risso</i>, had body length of 28-30 cm; a specimen caught from the southern region of Reykjanes Ridge had 12 individuals of <i>Sebastes mentella</i> ranging from 4.5-5 cm.  Stomachs of  those caught in the Mid-Atlantic Ridge have small squids (Ref. 31260).",
Apristurus profundorum,Apristurus,NA,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata,native,Deep-water catshark,elongated,0,0,-1,bathydemersal,FB55584,NA,NA,1100,1750,FB55584,1300,1830,FB117245,Yes,NA,6°N,67°N,FB244,NA,NA,54.2,TL,FB13608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,direct,FB50449,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,,"Inhabits the continental slope.  Maximum length unknown, adolescent at 51 cm TL.  Oviparous (Ref. 50449).",
Arctozenus risso,Arctozenus,NA,Paralepididae,Aulopiformes,Actinopterygii,Chordata,native,Spotted barracudina,elongated,0,0,-1,bathypelagic,FB50610,NA,NA,0,2200,FB50610,0,2200,NA,Yes,NA,55°S,71°N,FB4473,NA,NA,30,SL,FB35388,25,SL,NA,NA,FB4473,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,NA,NA,NA,NA,NA,NA,NA,pelagic,FB35950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,both,FB5759,,"Pseudoceanic and mesopelagic, occurring singly or in small schools (Ref. 5759), primarily at 200-1000 (Ref. 58302).  Feed mainly on fishes and shrimps (Ref. 5759).  Spawn in continental slopes and in oceanic banks from northern through tropical to southern temperate waters.  Oviparous, with planktonic larvae (Ref. 35950).",
Artediellus atlanticus,Artediellus,NA,Cottidae,Scorpaeniformes,Actinopterygii,Chordata,native,Atlantic hookear sculpin,elongated,0,0,-1,demersal,FB35388,NA,NA,35,900,FB35388,35,900,NA,Yes,NA,41°N,80°N,FB4698,NA,NA,15,SL,FB35388,10.5,TL,NA,NA,FB4698,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Active,NA,50,350,NA,Absolute,FB35388,NA,NA,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Occur on sandy or muddy bottoms (Ref. 4698).  Benthic (Ref. 58426).  Feed on polychaetes, small mollusks and very rarely small crustaceans (Ref. 4698).  Lives at temperatures of  -1.7-4<b0>C.  Females lay 50-350 eggs with a diameter of 4mm in late summer (Ref. 35388).",
